iter	Logloss
0	0.6899095712
1	0.6866909241
2	0.6836140292
3	0.6804974416
4	0.6774119354
5	0.6743440772
6	0.6712955621
7	0.6682917285
8	0.665329172
9	0.6623830408
10	0.6595786161
11	0.6566197498
12	0.6539110928
13	0.6510836609
14	0.6482738829
15	0.6454737371
16	0.6428236328
17	0.6401125687
18	0.6374546319
19	0.6350219734
20	0.6324930045
21	0.6298149803
22	0.6272647499
23	0.6246731583
24	0.6221186593
25	0.6195216442
26	0.6169303865
27	0.6146601055
28	0.6121806272
29	0.6097060029
30	0.6073752553
31	0.605045883
32	0.6027382747
33	0.6004803269
34	0.5982274121
35	0.5961081748
36	0.5939475854
37	0.5919021293
38	0.589833128
39	0.5878383274
40	0.585714211
41	0.5836818972
42	0.5815549152
43	0.5796190955
44	0.5776837488
45	0.575760373
46	0.5739088032
47	0.5720207179
48	0.5702083227
49	0.5684030805
50	0.5666210203
51	0.5647135022
52	0.5629192028
53	0.5610875604
54	0.5592431232
55	0.5575126059
56	0.5558478385
57	0.5540325934
58	0.5523283779
59	0.5506621897
60	0.5489744102
61	0.5473256266
62	0.5456091169
63	0.5440109236
64	0.5423535536
65	0.5406973943
66	0.5391594596
67	0.5373655808
68	0.5357794873
69	0.5343289634
70	0.5328339253
71	0.5313750612
72	0.5297905994
73	0.5282249782
74	0.5266197689
75	0.5251231077
76	0.5236876941
77	0.5222366958
78	0.5208611038
79	0.5195072829
80	0.5179981439
81	0.5166948202
82	0.5153804162
83	0.5138574053
84	0.5124406201
85	0.5111451435
86	0.5097168207
87	0.5082959423
88	0.5068520965
89	0.5054169935
90	0.5040067038
91	0.5026991423
92	0.5014203071
93	0.5001993994
94	0.4988321365
95	0.4974124088
96	0.4961496891
97	0.494906616
98	0.4935324723
99	0.4923138961
100	0.4910715628
101	0.4897761833
102	0.4885583086
103	0.4872655878
104	0.4859894876
105	0.48490385
106	0.4838036052
107	0.482641577
108	0.4815918561
109	0.4804978265
110	0.4794143607
111	0.4784011829
112	0.4773146048
113	0.4763343278
114	0.4752358843
115	0.4742386769
116	0.4731043393
117	0.4720851513
118	0.4711059614
119	0.4700867423
120	0.4691329348
121	0.4681174716
122	0.46703473
123	0.466035234
124	0.4650419469
125	0.4640701888
126	0.463187228
127	0.4622438108
128	0.4613739885
129	0.4604625148
130	0.459490515
131	0.4586001724
132	0.4576474523
133	0.4567556483
134	0.4558587376
135	0.4549963873
136	0.4540969909
137	0.4533111351
138	0.4524955503
139	0.4516606192
140	0.4508246636
141	0.4500060528
142	0.449192827
143	0.4483581097
144	0.447517661
145	0.4467761829
146	0.4459518576
147	0.445148349
148	0.4444255954
149	0.4436238567
150	0.442922242
151	0.4420447672
152	0.4412239756
153	0.4403656047
154	0.4396809022
155	0.4389188953
156	0.4381876065
157	0.4373590983
158	0.4366273655
159	0.4358382951
160	0.4350703226
161	0.4343953204
162	0.4337524887
163	0.4330412773
164	0.432377849
165	0.4317785341
166	0.4310727632
167	0.4304137652
168	0.4298006338
169	0.4291105815
170	0.4284697457
171	0.4278819563
172	0.4272600046
173	0.4266901432
174	0.4259783999
175	0.4252665328
176	0.4246441599
177	0.4240629495
178	0.4234988679
179	0.4229087388
180	0.4222750568
181	0.4216473671
182	0.4210701965
183	0.4205107374
184	0.4198741218
185	0.4192991374
186	0.4187827161
187	0.4182127737
188	0.417702168
189	0.417161738
190	0.4165397439
191	0.4159911715
192	0.4154189302
193	0.4148423759
194	0.4143271329
195	0.4138584717
196	0.4133314192
197	0.4128155688
198	0.4122430321
199	0.4116781762
200	0.4110897727
201	0.4105889463
202	0.4100713092
203	0.4095733451
204	0.4090984191
205	0.408510626
206	0.4079929554
207	0.4074933781
208	0.4069886206
209	0.4065237224
210	0.4060371886
211	0.4054835876
212	0.4050212872
213	0.4045736322
214	0.4041291583
215	0.4035569353
216	0.4031202479
217	0.4026588796
218	0.4021403006
219	0.4017115962
220	0.4012792244
221	0.4007945287
222	0.4003126483
223	0.3997819485
224	0.3993006855
225	0.398856314
226	0.3984063514
227	0.3979767876
228	0.3975766594
229	0.3971328713
230	0.3967134005
231	0.3962926428
232	0.395909088
233	0.395557634
234	0.3951801221
235	0.394751684
236	0.3943687498
237	0.393997716
238	0.3935704879
239	0.3931552271
240	0.3927401914
241	0.39224037
242	0.3918530972
243	0.3913725807
244	0.3910200138
245	0.3906415868
246	0.3902939218
247	0.3898881015
248	0.3894388783
249	0.3889844695
250	0.3886408026
251	0.3883192813
252	0.3878577436
253	0.3874210638
254	0.3869833343
255	0.3865914107
256	0.3862640362
257	0.3859013804
258	0.3855340707
259	0.385217946
260	0.3848814284
261	0.3845285361
262	0.3841871325
263	0.3838390278
264	0.3834988328
265	0.3831857444
266	0.3828566141
267	0.3824907301
268	0.3821791039
269	0.3817778172
270	0.3814474616
271	0.3811289793
272	0.3807899731
273	0.3804517812
274	0.3801646745
275	0.3798157601
276	0.3794692979
277	0.3791350511
278	0.378747742
279	0.3784623597
280	0.378185394
281	0.3778906441
282	0.3776034639
283	0.3773019123
284	0.3770355356
285	0.3767341407
286	0.3764529931
287	0.3761885661
288	0.3758846965
289	0.3755617044
290	0.375267326
291	0.3749144641
292	0.3746140998
293	0.3743046863
294	0.374048294
295	0.3737527055
296	0.3734622606
297	0.3731566651
298	0.3728513991
299	0.3725765485
300	0.3722894842
301	0.3720162442
302	0.3717624208
303	0.3714628763
304	0.3711957013
305	0.370932233
306	0.3706349236
307	0.3703263375
308	0.3700280679
309	0.3697965137
310	0.3695280995
311	0.3692759699
312	0.368993166
313	0.3687412534
314	0.3684204509
315	0.368149699
316	0.3678870974
317	0.36764207
318	0.3673377705
319	0.3671125198
320	0.3668689883
321	0.3666143455
322	0.3664011912
323	0.3661305753
324	0.3659022649
325	0.3656361602
326	0.3653802982
327	0.3651380875
328	0.3648181794
329	0.3645926493
330	0.3642760875
331	0.3640279564
332	0.3637939875
333	0.3635676338
334	0.3633584085
335	0.3630831942
336	0.3628360219
337	0.3626192253
338	0.3623168759
339	0.3620916418
340	0.3618736015
341	0.3615839243
342	0.361277413
343	0.3610769032
344	0.3608053666
345	0.3605351261
346	0.3602842274
347	0.3600524989
348	0.3598325003
349	0.3595768882
350	0.3593436147
351	0.359065576
352	0.3588358459
353	0.3586326032
354	0.3584297441
355	0.3582332826
356	0.3579904179
357	0.3577599558
358	0.3575669137
359	0.3573896872
360	0.3571647237
361	0.3569098452
362	0.3566779691
363	0.3564404061
364	0.3562118973
365	0.3559847683
366	0.3558031095
367	0.3556203732
368	0.3554022114
369	0.3551488226
370	0.3549238805
371	0.3546685467
372	0.3544577355
373	0.3542591932
374	0.3540055382
375	0.3537583028
376	0.353548984
377	0.3533033063
378	0.3530947189
379	0.3528946316
380	0.3527056669
381	0.3524782217
382	0.3522745274
383	0.352092777
384	0.3518703115
385	0.3516868497
386	0.3514531117
387	0.3512275879
388	0.3510105294
389	0.3507811493
390	0.3505429692
391	0.3503385793
392	0.3501443138
393	0.3499350496
394	0.3497352378
395	0.3495600085
396	0.349343349
397	0.3491362853
398	0.3489286641
399	0.3487428517
400	0.3485545672
401	0.3483863788
402	0.3482181772
403	0.3480567126
404	0.3478912792
405	0.3477321267
406	0.3475992844
407	0.3473933757
408	0.3471959791
409	0.3470048285
410	0.3468367556
411	0.3466539908
412	0.3464864752
413	0.3463068321
414	0.3460961298
415	0.3459434944
416	0.3457688727
417	0.3455748647
418	0.3453291912
419	0.3451761932
420	0.3450070645
421	0.344776712
422	0.3446295812
423	0.3444592202
424	0.3443334959
425	0.3441509557
426	0.3439774364
427	0.3437883532
428	0.3436438828
429	0.3435212534
430	0.3433964709
431	0.3432423593
432	0.3430763485
433	0.3429138052
434	0.3427936138
435	0.3426007612
436	0.3424451799
437	0.3423060034
438	0.3421592676
439	0.3420419948
440	0.3419038484
441	0.3417282428
442	0.3415500797
443	0.3414080975
444	0.3412277146
445	0.3411123507
446	0.3409604812
447	0.3408224742
448	0.3406490657
449	0.3405023603
450	0.3403479596
451	0.3401755048
452	0.3400417498
453	0.3398771783
454	0.3397143165
455	0.339573239
456	0.3394434083
457	0.3392634701
458	0.3391134017
459	0.3389766766
460	0.338840179
461	0.3386843233
462	0.3385171829
463	0.3383460342
464	0.3381794415
465	0.3380401325
466	0.3378836622
467	0.3377517164
468	0.3375939403
469	0.3374834384
470	0.3373420314
471	0.3372104651
472	0.337089118
473	0.3369480742
474	0.3368209672
475	0.3366980164
476	0.3365801901
477	0.3364450562
478	0.3362821809
479	0.3361135047
480	0.3359814273
481	0.3358569184
482	0.3357349262
483	0.3355876771
484	0.3354793309
485	0.3353536378
486	0.3352585982
487	0.3351037777
488	0.3349969924
489	0.3348662315
490	0.3347191754
491	0.3345968819
492	0.3344809227
493	0.3343615856
494	0.3342105718
495	0.3340745344
496	0.3339623425
497	0.333826295
498	0.3337217575
499	0.3336019431
500	0.3334926822
501	0.3333491685
502	0.3332443802
503	0.3331087204
504	0.3329946217
505	0.3328841832
506	0.3327780819
507	0.332644933
508	0.3325372881
509	0.3324323376
510	0.3322979733
511	0.3321989821
512	0.3320694404
513	0.331930245
514	0.3318424023
515	0.3317414113
516	0.3316391553
517	0.3315036229
518	0.3313900535
519	0.3312834207
520	0.3311897827
521	0.3310587233
