iter	Logloss
258	0.3820052079
259	0.3816838008
260	0.3813618105
261	0.3809933905
262	0.3806206045
263	0.3803128867
264	0.3799982078
265	0.3796752869
266	0.3793738013
267	0.3790803345
268	0.3786759544
269	0.3783325599
270	0.3780341387
271	0.377696491
272	0.3773854204
273	0.3769908751
274	0.3766600832
275	0.376336982
276	0.3760555011
277	0.3757227512
278	0.375370466
279	0.3750883716
280	0.3748078937
281	0.3745262587
282	0.3742141258
283	0.3739471484
284	0.3736081794
285	0.3732549299
286	0.3729672124
287	0.3726587564
288	0.3723033345
289	0.3719503504
290	0.3716770855
291	0.3712882027
292	0.3710233906
293	0.3707719323
294	0.3705133056
295	0.3702204213
296	0.3699697248
297	0.3696853551
298	0.3693445701
299	0.3690823201
300	0.3688008303
301	0.3685479139
302	0.368267304
303	0.3679289136
304	0.3676313694
305	0.3673590344
306	0.3671009275
307	0.36686714
308	0.3666143056
309	0.3663147993
310	0.3660056785
311	0.3657455789
312	0.365494522
313	0.3652263535
314	0.3649682557
315	0.3647320325
316	0.3644424311
317	0.3641679066
318	0.3639425778
319	0.3637107484
320	0.3634222857
321	0.3631792849
322	0.3629345231
323	0.3626838712
324	0.3624148036
325	0.3621665106
326	0.3618637297
327	0.3616244617
328	0.3613755752
329	0.3611214189
330	0.3608772071
331	0.3605899125
332	0.3603731492
333	0.3601478287
334	0.3598725223
335	0.3595848381
336	0.3593296177
337	0.359114595
338	0.3588395787
339	0.3586193507
340	0.3583707181
341	0.3581260314
342	0.3579016807
343	0.3576368377
344	0.3573514512
345	0.3570533272
346	0.3568171155
347	0.356567802
348	0.3563548629
349	0.3560880378
350	0.3558655562
351	0.3556133105
352	0.3553607289
353	0.3551133498
354	0.3548709766
355	0.3546223701
356	0.3543379313
357	0.3540874758
358	0.3538788961
359	0.3536596432
360	0.3534423188
361	0.3532175733
362	0.3529945503
363	0.3527748331
364	0.3525599298
365	0.3523027929
366	0.3521120832
367	0.3518440606
368	0.3515960335
369	0.3513373602
370	0.3511296061
371	0.3508671303
372	0.3506602765
373	0.3504605224
374	0.3502066984
375	0.3499691598
376	0.3497441931
377	0.3495022604
378	0.3492530042
379	0.3490173404
380	0.3487843299
381	0.3485487639
382	0.3483197718
383	0.3481243754
384	0.3479548454
385	0.3477300948
386	0.3474924952
387	0.3472864624
388	0.3471037356
389	0.3468778091
390	0.346648559
391	0.346476624
392	0.3463357804
393	0.3461282311
394	0.3459371109
395	0.345744343
396	0.3455339631
397	0.3453712847
398	0.3451674083
399	0.3449698008
400	0.3447988801
401	0.3446244997
402	0.3444442007
403	0.3442658203
404	0.344065323
405	0.3439187749
406	0.3437771287
407	0.3436096224
408	0.3434457774
409	0.3432491331
410	0.343097916
411	0.3429110268
412	0.3427201912
413	0.3425387202
414	0.3424115093
415	0.3422661764
416	0.3421196431
417	0.3419397036
418	0.3417916385
419	0.3416224635
420	0.3414503548
421	0.3412744997
422	0.341139939
423	0.3409737723
424	0.3408410505
425	0.3406576252
426	0.340456395
427	0.3402999713
428	0.3401640547
429	0.3400349559
430	0.3399035708
431	0.3397401151
432	0.3395840015
433	0.3394314936
434	0.3393169836
435	0.3391206436
436	0.3389667739
437	0.3388213925
438	0.3386697927
439	0.3384854207
440	0.3383031784
441	0.3381468291
442	0.3379744562
443	0.3378496442
444	0.3377060612
445	0.3375745914
446	0.3374445495
447	0.3372643101
448	0.3371138855
449	0.3369415394
450	0.3367769695
451	0.3366209578
452	0.3365066852
453	0.336338613
454	0.336185151
455	0.33606026
456	0.3359040551
457	0.3357995761
458	0.3356718692
459	0.3355590577
460	0.3354376938
461	0.3352933643
462	0.3351625076
463	0.3350341856
464	0.3348879278
465	0.3347220088
466	0.3345569667
467	0.3343960848
468	0.3342335822
469	0.3340865428
470	0.3339495763
471	0.3338510093
472	0.3337368099
473	0.3336129732
474	0.3334751749
475	0.3333276383
476	0.3332235425
477	0.3330707356
478	0.3329258005
479	0.3327697332
480	0.3326192325
481	0.3324868499
482	0.3323384091
483	0.3322000132
484	0.3320711695
485	0.3319152394
486	0.3317693457
487	0.3316291515
488	0.3315284581
489	0.3314104112
490	0.3312871467
491	0.3311516316
492	0.3310407041
493	0.3309193561
494	0.3308093865
495	0.3306601419
496	0.3305448945
497	0.330420618
498	0.3302945912
499	0.3301431912
500	0.3300168006
501	0.3299094684
502	0.3297999074
503	0.3296528954
504	0.3295377228
505	0.3294088245
506	0.3292954111
507	0.3291884672
508	0.3290658844
509	0.3289265027
510	0.3287868324
511	0.3286864628
512	0.3285758108
513	0.3284631755
514	0.3283560005
515	0.3282490873
516	0.3281070326
517	0.32797063
518	0.3278659837
519	0.3277592624
520	0.3276614179
521	0.3275570066
