iter	Passed	Remaining
378	2248	848
379	2254	842
380	2260	836
381	2266	830
382	2271	824
383	2277	818
384	2284	812
385	2289	806
386	2294	800
387	2302	795
388	2308	789
389	2313	782
390	2319	776
391	2325	771
392	2331	765
393	2337	759
394	2343	753
395	2349	747
396	2354	741
397	2360	735
398	2366	729
399	2372	723
400	2378	717
401	2384	711
402	2389	705
403	2394	699
404	2399	693
405	2406	687
406	2412	681
407	2418	675
408	2424	669
409	2429	663
410	2434	657
411	2440	651
412	2447	645
413	2452	639
414	2457	633
415	2463	627
416	2469	621
417	2475	615
418	2481	610
419	2487	604
420	2492	597
421	2498	592
422	2504	586
423	2509	580
424	2515	574
425	2521	568
426	2526	562
427	2531	556
428	2537	550
429	2543	544
430	2549	538
431	2555	532
432	2561	526
433	2567	520
434	2573	514
435	2579	508
436	2584	502
437	2590	496
438	2596	490
439	2601	484
440	2607	479
441	2613	472
442	2618	467
443	2624	460
444	2629	454
445	2634	448
446	2639	442
447	2646	437
448	2651	431
449	2656	425
450	2662	419
451	2669	413
452	2675	407
453	2680	401
454	2685	395
455	2691	389
456	2697	383
457	2703	377
458	2709	371
459	2714	365
460	2721	360
461	2726	354
462	2731	348
463	2737	342
464	2743	336
465	2750	330
466	2756	324
467	2768	319
468	2778	313
469	2783	307
470	2788	301
471	2793	295
472	2799	290
473	2805	284
474	2812	278
475	2819	272
476	2825	266
477	2831	260
478	2836	254
479	2842	248
480	2849	242
481	2854	236
482	2860	230
483	2866	225
484	2872	219
485	2877	213
486	2882	207
487	2887	201
488	2893	195
489	2899	189
490	2905	183
491	2911	177
492	2917	171
493	2923	165
494	2928	159
495	2934	153
496	2940	147
497	2946	141
498	2952	136
499	2959	130
500	2965	124
501	2971	118
502	2977	112
503	2982	106
504	2988	100
505	2994	94
506	2999	88
507	3006	82
508	3011	76
509	3017	71
510	3023	65
511	3028	59
512	3034	53
513	3040	47
514	3046	41
515	3051	35
516	3057	29
517	3064	23
518	3070	17
519	3075	11
520	3080	5
521	3086	0
