iter	Passed	Remaining
191	1164	2000
192	1171	1997
193	1178	1991
194	1186	1989
195	1195	1988
196	1201	1981
197	1206	1974
198	1211	1967
199	1218	1961
200	1224	1954
201	1229	1947
202	1234	1939
203	1239	1932
204	1245	1925
205	1252	1921
206	1257	1914
207	1264	1909
208	1270	1902
209	1277	1897
210	1283	1891
211	1288	1884
212	1294	1877
213	1300	1871
214	1306	1865
215	1311	1857
216	1317	1851
217	1323	1845
218	1329	1839
219	1334	1831
220	1340	1825
221	1346	1819
222	1351	1812
223	1358	1806
224	1364	1801
225	1370	1795
226	1377	1789
227	1383	1784
228	1389	1777
229	1394	1770
230	1399	1763
231	1406	1757
232	1411	1750
233	1417	1744
234	1423	1739
235	1428	1731
236	1434	1724
237	1439	1717
238	1445	1711
239	1451	1705
240	1458	1700
241	1465	1695
242	1471	1689
243	1477	1683
244	1483	1677
245	1488	1670
246	1494	1663
247	1499	1657
248	1506	1651
249	1511	1644
250	1516	1637
251	1523	1631
252	1529	1625
253	1533	1618
254	1539	1612
255	1545	1605
256	1552	1600
257	1558	1594
258	1565	1589
259	1572	1584
260	1579	1579
261	1584	1572
262	1589	1565
263	1595	1559
264	1601	1553
265	1606	1546
266	1612	1540
267	1619	1534
268	1624	1527
269	1629	1521
270	1635	1514
271	1641	1508
272	1646	1501
273	1652	1495
274	1658	1489
275	1665	1484
276	1670	1477
277	1676	1471
278	1682	1465
279	1688	1459
280	1694	1453
281	1700	1446
282	1705	1440
283	1710	1433
284	1716	1427
285	1722	1421
286	1727	1414
287	1733	1408
288	1738	1401
289	1744	1395
290	1749	1388
291	1754	1382
292	1761	1377
293	1768	1371
294	1774	1365
295	1779	1358
296	1785	1352
297	1802	1354
298	1815	1353
299	1825	1351
300	1835	1347
301	1841	1341
302	1847	1335
303	1852	1328
304	1858	1322
305	1865	1316
306	1871	1310
307	1876	1303
308	1881	1297
309	1888	1291
310	1893	1284
311	1900	1278
312	1905	1272
313	1910	1265
314	1916	1259
315	1922	1253
316	1927	1246
317	1933	1240
318	1939	1234
319	1944	1227
320	1950	1221
321	1957	1215
322	1963	1209
323	1969	1203
324	1975	1197
325	1980	1190
326	1985	1184
327	1992	1178
328	1998	1172
329	2004	1166
330	2010	1159
331	2015	1153
332	2020	1146
333	2025	1140
334	2031	1133
335	2037	1127
336	2043	1121
337	2048	1115
338	2054	1108
339	2060	1102
340	2065	1096
341	2072	1090
342	2077	1084
343	2083	1078
344	2094	1074
345	2099	1068
346	2107	1062
347	2112	1056
348	2118	1049
349	2123	1043
350	2128	1037
351	2135	1031
352	2139	1024
353	2147	1018
354	2153	1013
355	2160	1007
356	2165	1001
357	2173	995
358	2178	988
359	2183	982
360	2188	976
361	2195	970
362	2201	964
363	2208	958
364	2213	951
365	2218	945
366	2223	939
367	2228	932
368	2234	926
369	2239	920
370	2244	913
371	2251	907
372	2258	902
373	2264	895
374	2270	890
375	2275	883
376	2281	877
377	2287	871
378	2293	865
379	2299	859
380	2304	852
381	2310	846
382	2315	840
383	2323	834
384	2331	829
385	2337	823
386	2343	817
387	2350	811
388	2356	805
389	2361	799
390	2367	793
391	2377	788
392	2388	784
393	2393	777
394	2399	771
395	2405	765
396	2410	759
397	2416	752
398	2421	746
399	2427	740
400	2433	734
401	2439	728
402	2445	722
403	2450	715
404	2456	709
405	2461	703
406	2468	697
407	2474	691
408	2480	685
409	2487	679
410	2524	681
411	2531	675
412	2537	669
413	2543	663
414	2548	657
415	2555	651
416	2561	645
417	2568	639
418	2574	632
419	2580	626
420	2586	620
421	2592	614
422	2600	608
423	2606	602
424	2611	596
425	2616	589
426	2622	583
427	2628	577
428	2633	570
429	2638	564
430	2645	558
431	2653	552
432	2658	546
433	2664	540
434	2671	534
435	2679	528
436	2685	522
437	2691	516
438	2696	509
439	2704	503
440	2709	497
441	2715	491
442	2720	485
443	2726	479
444	2732	472
445	2738	466
446	2744	460
447	2751	454
448	2757	448
449	2762	442
450	2768	435
451	2774	429
452	2780	423
453	2785	417
454	2790	410
455	2796	404
456	2803	398
457	2809	392
458	2814	386
459	2819	380
460	2825	373
461	2831	367
462	2837	361
463	2842	355
464	2848	349
465	2854	343
466	2860	336
467	2865	330
468	2872	324
469	2877	318
470	2882	312
471	2888	305
472	2893	299
473	2898	293
474	2904	287
475	2910	281
476	2916	275
477	2921	268
478	2928	262
479	2936	256
480	2941	250
481	2948	244
482	2953	238
483	2958	232
484	2964	226
485	2970	220
486	2978	214
487	2983	207
488	2989	201
489	2996	195
490	3001	189
491	3007	183
492	3013	177
493	3019	171
494	3024	164
495	3029	158
496	3035	152
497	3040	146
498	3047	140
499	3053	134
500	3058	128
501	3063	122
502	3069	115
503	3076	109
504	3081	103
505	3087	97
506	3093	91
507	3098	85
508	3103	79
509	3110	73
510	3117	67
511	3122	60
512	3128	54
513	3135	48
514	3141	42
515	3146	36
516	3152	30
517	3158	24
518	3163	18
519	3168	12
520	3174	6
521	3180	0
