iter	Logloss
278	0.3745845098
279	0.3743098683
280	0.3740412419
281	0.3737744482
282	0.3734771965
283	0.3731913432
284	0.3728617307
285	0.3724820817
286	0.3722130247
287	0.3719498354
288	0.3715661213
289	0.3712822548
290	0.3709119112
291	0.3706026623
292	0.3702930132
293	0.3699454411
294	0.3696437608
295	0.369393759
296	0.3690518349
297	0.3687285208
298	0.3684245351
299	0.3681724416
300	0.3679256441
301	0.3675773436
302	0.3672819694
303	0.3670139362
304	0.3666672386
305	0.366384476
306	0.3661039139
307	0.3657773288
308	0.3654604939
309	0.3651789227
310	0.3648530984
311	0.364594725
312	0.3642937174
313	0.3640542877
314	0.3637521145
315	0.3634434921
316	0.36317858
317	0.362919072
318	0.3626599816
319	0.3624118068
320	0.3621685464
321	0.3618722679
322	0.3616491388
323	0.3614057419
324	0.3611821525
325	0.3609130622
326	0.3606688572
327	0.3604176746
328	0.3601689749
329	0.3599656021
330	0.3597336944
331	0.3594395994
332	0.3592047446
333	0.3589868601
334	0.358753151
335	0.3584743321
336	0.3582550249
337	0.3579646741
338	0.3577036972
339	0.357479341
340	0.3572615204
341	0.3569805587
342	0.3567315236
343	0.3564665831
344	0.3562106403
345	0.355943217
346	0.3557150226
347	0.3554936367
348	0.3552797044
349	0.3550655053
350	0.3548511845
351	0.3546021054
352	0.3543982128
353	0.3541923342
354	0.3539981381
355	0.3537471276
356	0.3534938685
357	0.353243125
358	0.3530502658
359	0.3528099451
360	0.3526069986
361	0.3523321544
362	0.3520607056
363	0.3517719311
364	0.351536919
365	0.3513165724
366	0.3510573339
367	0.3508648873
368	0.350625694
369	0.3503513319
370	0.3500959181
371	0.3499242019
372	0.3497293973
373	0.349479021
374	0.349271039
375	0.3490480355
376	0.3488505787
377	0.3486349179
378	0.3484787062
379	0.3482653554
380	0.3480715103
381	0.3478229332
382	0.3475830685
383	0.3473791183
384	0.3471612801
385	0.3469921429
386	0.3467668172
387	0.3465625971
388	0.3462919538
389	0.3461192541
390	0.3459016747
391	0.3456903864
392	0.3455093527
393	0.3453144814
394	0.3450816496
395	0.3448923935
396	0.3446891726
397	0.3444991747
398	0.3443239718
399	0.3441548347
400	0.3439380499
401	0.3437580758
402	0.3435746557
403	0.3433576166
404	0.3430981026
405	0.3429539542
406	0.3428097648
407	0.3425978074
408	0.3423885373
409	0.3422100937
410	0.3420472669
411	0.3418652279
412	0.3416754346
413	0.3414862321
414	0.3413439172
415	0.3411620899
416	0.3409645844
417	0.3407202982
418	0.3405457537
419	0.3403812381
420	0.3401977948
421	0.3400605935
422	0.3398893191
423	0.3397044823
424	0.3395707988
425	0.3394022947
426	0.3392228447
427	0.3390385171
428	0.3388760525
429	0.338716028
430	0.3385624434
431	0.3383931078
432	0.3382243569
433	0.3380370299
434	0.3378701112
435	0.3377094904
436	0.3375452319
437	0.3374179704
438	0.3372468718
439	0.337122675
440	0.3369689026
441	0.3367950814
442	0.3366496337
443	0.3364935422
444	0.3363403086
445	0.336176462
446	0.3360078776
447	0.33587215
448	0.3357251872
449	0.3355753056
450	0.3354313129
451	0.3353184004
452	0.3351113987
453	0.3349974421
454	0.3348505569
455	0.3347012665
456	0.3345875482
457	0.3344431106
458	0.3342966776
459	0.3341449781
460	0.3340103724
461	0.3338445498
462	0.3337309628
463	0.3336213448
464	0.3334867299
465	0.3333222614
466	0.3331493982
467	0.333018559
468	0.3328764317
469	0.3327480612
470	0.3325785486
471	0.3324192592
472	0.3323090807
473	0.3321507526
474	0.3319893999
475	0.3318286272
476	0.3316942432
477	0.3315531153
478	0.3313458555
479	0.331196003
480	0.3310505801
481	0.3309438346
482	0.3307835436
483	0.3306812704
484	0.3305641916
485	0.3304106822
486	0.3302468776
487	0.3301211147
488	0.3300001815
489	0.32984722
490	0.3297207895
491	0.3295855785
492	0.3294757628
493	0.329327535
494	0.3292122258
495	0.3290704677
496	0.3289587155
497	0.3288435888
498	0.328647721
499	0.3285258945
500	0.3284103904
501	0.3282968175
502	0.3281680196
503	0.3280578046
504	0.3279434291
505	0.3278195443
506	0.3276907449
507	0.3275884455
508	0.3274564642
509	0.3273416237
510	0.3271525549
511	0.3270581704
512	0.3269325982
513	0.3268034854
514	0.326710328
515	0.3266198845
516	0.3265343669
517	0.3264002129
518	0.3262906065
519	0.3261890524
520	0.3260878106
521	0.3259703081
