iter	Logloss
0	0.6899931221
1	0.6867841099
2	0.6836874733
3	0.6805795743
4	0.6773852823
5	0.6743390017
6	0.6713824596
7	0.6684809262
8	0.665457288
9	0.6625850619
10	0.6597092079
11	0.6567101537
12	0.6538632498
13	0.6510825569
14	0.6483364898
15	0.6456178382
16	0.6429383536
17	0.6403065946
18	0.6376839777
19	0.6350973718
20	0.632591877
21	0.6300927273
22	0.6273967559
23	0.6248756708
24	0.6224064071
25	0.6197769212
26	0.6171638847
27	0.6148682811
28	0.6124973326
29	0.610034009
30	0.6077603569
31	0.6054763934
32	0.6032430104
33	0.6009676265
34	0.598719239
35	0.596490197
36	0.5943607997
37	0.5922138618
38	0.5901030069
39	0.5880068996
40	0.5858071574
41	0.5838480251
42	0.5817074788
43	0.5794736792
44	0.5774381634
45	0.5755593453
46	0.5735656996
47	0.5716001672
48	0.5697060333
49	0.567703129
50	0.5657790913
51	0.5638656594
52	0.5620182129
53	0.5601267935
54	0.5582649284
55	0.5565199799
56	0.5548399076
57	0.5531585539
58	0.551387236
59	0.5495911195
60	0.5478735981
61	0.546269645
62	0.544603373
63	0.5429836877
64	0.541247546
65	0.5396228327
66	0.5378309557
67	0.5362777698
68	0.5347691644
69	0.5331698308
70	0.5315145843
71	0.5300685179
72	0.5285391253
73	0.5268605462
74	0.5252682138
75	0.523848336
76	0.5222867773
77	0.5208778529
78	0.5194152592
79	0.517989533
80	0.5164974023
81	0.5149625897
82	0.513675693
83	0.5123775546
84	0.5110935052
85	0.5097908417
86	0.5084327669
87	0.5069913731
88	0.5056517252
89	0.5044240413
90	0.5031378837
91	0.5017620242
92	0.5005402973
93	0.4991774868
94	0.497741025
95	0.4965011348
96	0.4953122779
97	0.4940804051
98	0.4928349536
99	0.4917105548
100	0.4905729327
101	0.4893548593
102	0.488067689
103	0.4867376743
104	0.48560809
105	0.4843760245
106	0.4831641013
107	0.4819533779
108	0.4808700447
109	0.4797054022
110	0.4785364939
111	0.4774450195
112	0.4763475761
113	0.4751785622
114	0.4741118164
115	0.4730403058
116	0.4718961015
117	0.4708929523
118	0.4698518792
119	0.4688648089
120	0.4677688149
121	0.4668041011
122	0.4658463335
123	0.4648974207
124	0.463850797
125	0.4628070582
126	0.4618244774
127	0.4608869217
128	0.4597877354
129	0.4587340311
130	0.4577731793
131	0.4567823395
132	0.4558019027
133	0.4547869056
134	0.4538393426
135	0.4528848174
136	0.452049197
137	0.4512136663
138	0.4503185765
139	0.4494991729
140	0.4486533321
141	0.447695796
142	0.4469151854
143	0.446017154
144	0.445204504
145	0.4444240345
146	0.4436605511
147	0.4427612532
148	0.4420106309
149	0.4412991858
150	0.4405215333
151	0.4397579413
152	0.4389515499
153	0.4382630925
154	0.437522163
155	0.4367827383
156	0.4359294305
157	0.4351303052
158	0.4344274052
159	0.4337637718
160	0.4331026643
161	0.4323894993
162	0.4316208238
163	0.430930135
164	0.4302418376
165	0.429611202
166	0.4289081
167	0.4282212924
168	0.4275480254
169	0.4268914587
170	0.4262464493
171	0.4256444455
172	0.4250387882
173	0.4243932381
174	0.4236941153
175	0.4230532909
176	0.4224537509
177	0.421773254
178	0.4211507086
179	0.42046692
180	0.4198636517
181	0.4192115598
182	0.4186653835
183	0.4179689603
184	0.4174219252
185	0.4167932584
186	0.4162225435
187	0.4156039501
188	0.4150353614
189	0.4145035001
190	0.4138485055
191	0.4132311553
192	0.4126259233
193	0.4120960171
194	0.4115551677
195	0.4110463089
196	0.4104530691
197	0.4099675611
198	0.4093872223
199	0.4088190504
200	0.4082512937
201	0.4077432584
202	0.4072843329
203	0.406730779
204	0.4062453747
205	0.4057395536
206	0.405188377
207	0.404717358
208	0.4042611738
209	0.403762597
210	0.4033301043
211	0.4028274252
212	0.4022918492
213	0.401835857
214	0.4013256461
215	0.4007758855
216	0.4003636499
217	0.3999001168
218	0.3994510764
219	0.3989943807
220	0.3985755977
221	0.3980990135
222	0.3976664959
223	0.3971361876
224	0.3967106684
225	0.3962862811
226	0.3958683335
227	0.3954664807
228	0.3950759386
229	0.3946493377
230	0.3942426907
231	0.3938591874
232	0.3934210565
233	0.3930260377
234	0.3926536472
235	0.3922684346
236	0.3918428363
237	0.3914888086
238	0.3911122312
239	0.390755574
240	0.3904032185
241	0.3900152031
242	0.3896045054
243	0.3891988579
244	0.3888370519
245	0.3884837649
