iter	Passed	Remaining
182	1425	3233
183	1433	3225
184	1441	3217
185	1449	3210
186	1457	3202
187	1464	3194
188	1472	3185
189	1478	3175
190	1491	3178
191	1500	3173
192	1508	3165
193	1515	3156
194	1523	3147
195	1531	3141
196	1538	3132
197	1545	3122
198	1552	3113
199	1560	3104
200	1568	3097
201	1576	3090
202	1585	3084
203	1592	3076
204	1600	3069
205	1609	3062
206	1617	3056
207	1626	3049
208	1634	3041
209	1641	3033
210	1649	3025
211	1656	3016
212	1664	3008
213	1671	2999
214	1679	2991
215	1686	2982
216	1694	2975
217	1702	2967
218	1710	2960
219	1717	2951
220	1724	2942
221	1732	2934
222	1739	2925
223	1746	2916
224	1754	2909
225	1762	2900
226	1770	2892
227	1777	2884
228	1786	2878
229	1793	2869
230	1802	2863
231	1810	2856
232	1817	2847
233	1825	2839
234	1833	2831
235	1841	2824
236	1849	2816
237	1857	2809
238	1865	2801
239	1872	2793
240	1880	2785
241	1887	2776
242	1894	2767
243	1903	2761
244	1911	2754
245	1919	2746
246	1928	2740
247	1936	2732
248	1944	2725
249	1951	2717
250	1958	2708
251	1966	2699
252	1974	2693
253	1983	2685
254	1990	2677
255	1998	2669
256	2005	2661
257	2014	2654
258	2021	2646
259	2029	2638
260	2036	2630
261	2044	2622
262	2052	2613
263	2059	2605
264	2066	2597
265	2074	2589
266	2081	2580
267	2089	2572
268	2096	2564
269	2105	2557
270	2113	2549
271	2120	2541
272	2128	2533
273	2135	2525
274	2143	2517
275	2151	2509
276	2158	2501
277	2166	2493
278	2173	2484
279	2180	2476
280	2188	2468
281	2196	2460
282	2203	2452
283	2211	2444
284	2218	2436
285	2226	2429
286	2234	2421
287	2241	2413
288	2249	2405
289	2256	2396
290	2264	2388
291	2271	2380
292	2279	2372
293	2286	2364
294	2294	2356
295	2301	2348
296	2309	2340
297	2317	2333
298	2325	2325
299	2332	2317
300	2339	2308
301	2347	2300
302	2354	2292
303	2362	2284
304	2370	2277
305	2377	2268
306	2385	2260
307	2392	2252
308	2399	2244
309	2407	2236
310	2415	2229
311	2423	2221
312	2430	2213
313	2438	2205
314	2445	2196
315	2452	2188
316	2460	2180
317	2467	2172
318	2474	2164
319	2481	2156
320	2489	2148
321	2496	2140
322	2503	2131
323	2511	2123
324	2519	2116
325	2526	2108
326	2534	2100
327	2542	2092
328	2549	2084
329	2559	2078
330	2567	2071
331	2575	2063
332	2582	2055
333	2589	2046
334	2596	2038
335	2604	2031
336	2612	2023
337	2620	2015
338	2628	2007
339	2634	1999
340	2642	1991
341	2649	1983
342	2657	1975
343	2665	1967
344	2673	1960
345	2681	1953
346	2690	1946
347	2698	1938
348	2706	1931
349	2714	1923
350	2722	1915
351	2730	1908
352	2738	1900
353	2746	1893
354	2754	1885
355	2761	1877
356	2770	1870
357	2779	1863
358	2788	1856
359	2796	1848
360	2804	1841
361	2811	1833
362	2820	1825
363	2828	1818
364	2835	1810
365	2844	1803
366	2852	1795
367	2863	1789
368	2872	1782
369	2879	1774
370	2888	1767
371	2896	1759
372	2904	1752
373	2912	1744
374	2921	1737
375	2928	1729
376	2936	1721
377	2943	1712
378	2950	1704
379	2958	1697
380	2966	1689
381	2974	1681
382	2980	1673
383	2987	1665
384	2995	1657
385	3003	1649
386	3010	1641
387	3018	1633
388	3026	1625
389	3033	1617
390	3040	1609
391	3047	1601
392	3055	1593
393	3062	1585
394	3069	1577
395	3078	1570
396	3086	1562
397	3093	1554
398	3101	1546
399	3108	1538
400	3117	1531
401	3125	1523
402	3133	1516
403	3140	1508
404	3147	1500
405	3155	1492
406	3162	1484
407	3169	1476
408	3177	1468
409	3185	1460
410	3192	1452
411	3200	1445
412	3208	1437
413	3216	1429
414	3224	1421
415	3232	1414
416	3239	1406
417	3247	1398
418	3254	1390
419	3261	1382
420	3269	1374
421	3277	1367
422	3284	1358
423	3292	1351
424	3300	1343
425	3307	1335
426	3315	1327
427	3323	1320
428	3332	1312
429	3340	1305
430	3349	1297
431	3357	1290
432	3365	1282
433	3372	1274
434	3380	1266
435	3388	1258
436	3395	1250
437	3402	1242
438	3409	1234
439	3417	1227
440	3425	1219
441	3433	1211
442	3440	1203
443	3447	1195
444	3455	1188
445	3462	1180
446	3470	1172
447	3477	1164
448	3485	1156
449	3492	1148
450	3500	1140
451	3506	1132
452	3514	1124
453	3523	1117
454	3531	1109
455	3538	1101
456	3545	1093
457	3552	1086
458	3560	1078
459	3567	1070
460	3575	1062
461	3583	1054
462	3590	1047
463	3598	1039
464	3606	1031
465	3614	1023
466	3622	1016
467	3629	1008
468	3637	1000
469	3645	992
470	3652	984
471	3658	976
472	3665	968
473	3673	960
474	3680	953
475	3689	945
476	3697	937
477	3704	930
478	3712	922
479	3721	914
480	3728	907
481	3736	899
482	3744	891
483	3751	883
484	3759	875
485	3767	868
486	3774	860
487	3782	852
488	3789	844
489	3796	836
490	3803	828
491	3811	821
492	3818	813
493	3827	805
494	3835	798
495	3843	790
496	3851	782
497	3858	774
498	3866	767
499	3873	759
500	3880	751
501	3887	743
502	3895	735
503	3903	727
504	3910	720
505	3918	712
506	3925	704
507	3933	696
508	3940	688
509	3947	681
510	3955	673
511	3962	665
512	3970	657
513	3977	650
514	3984	642
515	3992	634
516	4000	626
517	4007	618
518	4015	611
519	4026	603
520	4036	596
521	4044	588
522	4052	581
523	4059	573
524	4066	565
525	4073	557
526	4080	549
527	4088	541
528	4095	534
529	4104	526
530	4112	518
531	4119	511
532	4127	503
533	4135	495
534	4142	487
535	4149	479
536	4157	472
537	4164	464
538	4172	456
539	4179	448
540	4187	441
541	4195	433
542	4202	425
543	4210	417
544	4217	410
545	4224	402
546	4230	394
547	4238	386
548	4245	378
549	4252	371
550	4261	363
551	4268	355
552	4276	347
553	4284	340
554	4291	332
555	4298	324
556	4305	316
557	4312	309
558	4320	301
559	4327	293
560	4345	286
561	4353	278
562	4384	272
563	4392	264
564	4401	257
565	4409	249
566	4417	241
567	4425	233
568	4433	225
569	4441	218
570	4448	210
571	4455	202
572	4464	194
573	4471	186
574	4478	179
575	4485	171
576	4493	163
577	4501	155
578	4509	147
579	4516	140
580	4524	132
581	4532	124
582	4538	116
583	4545	108
584	4553	101
585	4560	93
586	4569	85
587	4577	77
588	4584	70
589	4590	62
590	4598	54
591	4605	46
592	4612	38
593	4620	31
594	4628	23
595	4635	15
596	4642	7
597	4650	0
