iter	Logloss
132	0.2639281432
133	0.2636209505
134	0.2630590936
135	0.2625831381
136	0.2623200227
137	0.2619883007
138	0.2615994861
139	0.2610750015
140	0.2607670654
141	0.26026461
142	0.2599342044
143	0.2593738824
144	0.258843365
145	0.2584958176
146	0.2581601269
147	0.2578986503
148	0.257418408
149	0.2569279554
150	0.256482575
151	0.2561579325
152	0.2557800081
153	0.2554531385
154	0.2551170053
155	0.2548233918
156	0.2543299595
157	0.2539696984
158	0.2534941878
159	0.2531246252
160	0.2527901554
161	0.2524379077
162	0.2521990838
163	0.2518058339
164	0.2514794077
165	0.2509683035
166	0.250486231
167	0.2500731444
168	0.2497784547
169	0.2494335353
170	0.2491662638
171	0.2487852045
172	0.2483821642
173	0.2481294401
174	0.2478582478
175	0.2474479409
176	0.2472384378
177	0.2469560085
178	0.2466420046
179	0.2462224694
180	0.2459902126
181	0.245767429
182	0.2452817058
183	0.2449888666
184	0.2445663774
185	0.2440255389
186	0.2437206149
187	0.2434246357
188	0.2429707083
189	0.2426765542
190	0.2424435568
191	0.2421164162
192	0.2417560447
193	0.2412645608
194	0.2410320983
195	0.2406704485
196	0.2403124686
197	0.2400739158
198	0.2396463625
199	0.2391409715
200	0.2387998835
201	0.2385170026
202	0.2382478572
203	0.2380359042
204	0.2378626145
205	0.2374668685
206	0.2372031328
207	0.2369207122
208	0.236724281
209	0.2363874572
210	0.2361358335
211	0.2359534626
212	0.2356028999
213	0.2351864199
214	0.2347826572
215	0.2344652217
216	0.234234977
217	0.233859385
218	0.2335116366
219	0.2331182961
220	0.2328726546
221	0.2326094918
222	0.2322909021
223	0.2320329459
224	0.2316743596
225	0.2313643438
226	0.2311197492
227	0.2307796939
228	0.2303861292
229	0.230031909
230	0.2297700806
231	0.2294024502
232	0.2291273639
233	0.2287310974
234	0.2283820662
235	0.2280290542
236	0.2277252449
237	0.2273622604
238	0.2270239504
239	0.2267538385
240	0.2265429035
241	0.2262269232
242	0.2259344909
243	0.2255340146
244	0.2250878732
245	0.2247482904
246	0.2244003924
247	0.2239041876
248	0.2235858114
249	0.2233286835
250	0.2230411566
251	0.2228488935
252	0.222509679
253	0.2222605282
254	0.2220241339
255	0.2217960302
256	0.2214695163
257	0.2211929147
258	0.220867472
259	0.2205046139
260	0.2202858497
261	0.2200299416
262	0.2196993661
263	0.219400658
264	0.2191273145
265	0.2188781334
266	0.218600391
267	0.2181748069
268	0.2179890023
269	0.2176000208
270	0.2173770847
271	0.2171961706
272	0.2170492511
273	0.2167312487
274	0.2163111593
275	0.2160876865
276	0.2158347613
277	0.2155911288
278	0.2154072965
279	0.2152129668
280	0.2150310963
281	0.2148225497
282	0.2145423765
283	0.2143544456
284	0.2141225813
285	0.2137967379
286	0.213382791
287	0.2130816692
288	0.2127595942
289	0.2124968094
290	0.2122288831
291	0.211883539
292	0.2115649901
293	0.2112208945
294	0.2109768861
295	0.2107007529
296	0.2104476964
297	0.210159159
298	0.209842056
299	0.209711641
300	0.2094910492
301	0.2092838746
302	0.2090389401
303	0.2087981338
304	0.2084956045
305	0.2083007805
306	0.2080278189
307	0.2077805512
308	0.2076155763
309	0.20726039
310	0.2068363828
311	0.2066331984
312	0.2063879031
313	0.2062166847
314	0.2059418093
315	0.2056961653
316	0.2053733394
317	0.2051715792
318	0.2049519282
319	0.2047312939
320	0.2043720873
321	0.2040235556
322	0.2037159901
323	0.2034975679
324	0.2031896306
325	0.202841868
326	0.2025086876
327	0.202274667
328	0.2018930852
329	0.201650539
330	0.2014400201
331	0.2010851836
332	0.2009750503
333	0.200846124
334	0.2005926374
335	0.2003708823
336	0.2002521621
337	0.2000639109
338	0.1997918713
339	0.1995590078
340	0.1994511339
341	0.1992348859
342	0.1990424621
343	0.1987528848
344	0.1984845491
345	0.1982595997
346	0.1980553159
347	0.1979149956
348	0.1976424898
349	0.1973999213
350	0.1970790012
351	0.1968705522
352	0.1965138556
353	0.1962069678
354	0.1960238162
355	0.1957247538
356	0.1954662278
357	0.1951896618
358	0.1949873744
359	0.1948092367
360	0.1946387285
361	0.1944873941
362	0.1943577889
363	0.1939704745
364	0.1938067598
365	0.1934894362
366	0.1932987486
367	0.1930942491
368	0.1927550621
369	0.1925151202
370	0.1921184429
371	0.1919245887
372	0.1917044956
373	0.1914924359
374	0.1911736261
375	0.1909645533
376	0.1907381007
377	0.1904277192
378	0.190156531
379	0.1899430621
380	0.1896388535
381	0.1894310161
382	0.1893011025
383	0.1891017462
384	0.1887964046
385	0.1885346689
386	0.1884561618
387	0.1882375625
388	0.1880182061
389	0.1878462676
390	0.1876062581
391	0.1873306138
392	0.1870916029
393	0.1869119856
394	0.1866993719
395	0.1865022683
396	0.186295497
397	0.1860500571
398	0.1858366366
399	0.1855426452
400	0.1852073747
401	0.1849536699
402	0.1848039747
403	0.1845134235
404	0.1843191379
405	0.1841188679
406	0.183984385
407	0.1837156074
408	0.1835073191
409	0.1832657545
410	0.1830959786
411	0.1829486582
412	0.1826313656
413	0.1823472852
414	0.18211423
415	0.1818209828
416	0.1815704795
417	0.1813477931
418	0.1810998788
419	0.1807972944
420	0.1805609871
421	0.1804089958
422	0.1802454301
423	0.1800106537
424	0.1796343308
425	0.1794596032
426	0.1792663968
427	0.1791566645
428	0.1789755403
429	0.1787242165
430	0.1784491384
431	0.1782510207
432	0.17802502
433	0.1779045463
434	0.1775609505
435	0.1774492198
436	0.1772959504
437	0.1771828306
438	0.1770227102
439	0.1767707713
440	0.1764703942
441	0.1763140968
442	0.1761049387
443	0.1758913135
444	0.1755950494
445	0.1753551457
446	0.1752124644
447	0.1750587843
448	0.1748411362
449	0.1747337389
450	0.1746221223
451	0.1745599143
452	0.1743176303
453	0.1740085492
454	0.1737947176
455	0.1735830844
456	0.1734892792
457	0.1732693575
458	0.1730221393
459	0.1728102492
460	0.1726130251
461	0.1724327176
462	0.172237491
463	0.171958715
464	0.1718128871
465	0.1715890491
466	0.171368573
467	0.1711703094
468	0.1708916778
469	0.1706341941
470	0.1704740675
471	0.170315682
472	0.1700685817
473	0.1698285917
474	0.1696198699
475	0.1694090446
476	0.1692254167
477	0.1690117195
478	0.1686636957
479	0.1684403964
480	0.1682353393
481	0.1679918464
482	0.1678236643
483	0.1676844609
484	0.1675349815
485	0.1672897505
486	0.1670688695
487	0.1667875186
488	0.166576316
489	0.1664201046
490	0.1661298714
491	0.1659558819
492	0.1657661026
493	0.1655143864
494	0.1653474548
495	0.1651393271
496	0.1649477873
497	0.1648178853
498	0.164562897
499	0.1644067655
500	0.1642292292
501	0.1640218977
502	0.1638656169
503	0.1635924158
504	0.1633498637
505	0.1631022907
506	0.162962521
507	0.1628292351
508	0.1626904183
509	0.162474484
510	0.162233679
511	0.1619394053
512	0.161786338
513	0.1616166164
514	0.1614686305
515	0.1613542239
516	0.1612062405
517	0.1610656911
518	0.1608011282
519	0.1604770599
520	0.1602549123
521	0.1600240347
522	0.1597489787
523	0.1595106827
524	0.1593561944
525	0.159325742
526	0.1592502645
527	0.159043413
528	0.1589395522
529	0.1587079763
530	0.1585329223
531	0.1583417563
532	0.1582116579
533	0.157998312
534	0.1578999106
535	0.1578184729
536	0.157653493
537	0.1575291661
538	0.1574160972
539	0.1572611624
540	0.1571724434
541	0.1569305496
542	0.1567267355
543	0.1566101987
544	0.156432412
545	0.1563383015
546	0.156130576
547	0.1560306713
548	0.1557767293
549	0.1556381
550	0.1554304295
551	0.155257615
552	0.1551160988
553	0.1548547224
554	0.1547450734
555	0.1545940527
556	0.1544200684
557	0.1542484527
558	0.1540806593
559	0.1539396967
560	0.153779148
561	0.1536731529
562	0.1534441585
563	0.1532837707
564	0.1531717018
565	0.1530285217
566	0.1529316468
567	0.1527582501
568	0.1526608584
569	0.1525652294
570	0.1523221037
571	0.1521645659
572	0.1519879614
573	0.1518575575
574	0.1517247613
575	0.1515490429
576	0.1513471175
577	0.1512639075
578	0.1511498161
579	0.1510603321
580	0.1507761332
581	0.1505803892
582	0.1503625315
583	0.1502324404
584	0.1499822058
585	0.1498688566
586	0.1496334884
587	0.1494724589
588	0.149245906
589	0.1490453608
590	0.1488597535
591	0.148702422
592	0.1485194637
593	0.1484120436
594	0.1482055807
595	0.1480701947
596	0.1479482977
597	0.1477727205
